ID	chr	start	end	strand
NM_001013773	chr5	138667132	138693103	+
NM_001013774	chr5	145744613	145770505	-
NM_001013776	chr9	109503630	109528573	-
NM_001013777	chr14	34780256	34791950	-
NM_001013778	chr16	10420652	10447443	-
NM_001013779	chr1	175350735	175396167	+
NM_001013780	chr4	141174740	141179749	-
NM_001013783	chr11	46218230	46221487	+
NM_001013784	chr11	74433107	74455018	+
NM_001013785	chr13	4232986	4247605	+
NM_001013786	chr13	21534050	21545596	-
NM_001013787	chr13	22897449	22898387	-
NM_001013792	chr15	27535676	27560448	-
NM_001013797	chr18	44231047	44243264	+
NM_001013799	chr1	44066253	44076851	-
NM_001013802	chr2	140221166	142215786	+
NM_001013804	chr3	93001195	93025298	+
NM_001013806	chr3	157610430	157669801	+
NM_001013810	chr7	39303158	39313212	-
NM_001013811	chr7	75418725	75507976	+
NM_001013813	chr9	13424433	13513977	+
NM_001013814	chr9	108199253	108203928	+
NM_001013816	chr14	52172465	52282628	+
NM_001013817	chr1	87497278	87541611	+
NM_001013820	chr19	8136699	8206472	-
NM_001013823	chr11	99711969	99712919	-
NM_001013824	chr12	89509080	89512941	-
NM_001013826	chr14	22495794	22533798	-
NM_001013829	chr2	122174628	122194654	-
NM_001013832	chr17	13244187	13245146	-
NM_001013833	chr19	30638977	31839523	-
NM_001014390	chr10	118296405	118305959	-
NM_001014394	chr5	30519971	30532262	-
NM_001014395	chr9	109280923	109306808	-
NM_001014397	chr4	146927386	146959310	+
NM_001014398	chr9	57084363	57097671	+
NM_001014399	chr16	56477959	56690248	+
NM_001014422	chr16	56477959	56690248	+
NM_001014423	chr16	56477959	56690248	+
NM_001014424	chr16	56477959	56690248	+
NM_001014761	chr9	44925959	44938153	+
NM_001014836	chr10	80826769	80828565	-
NM_001014900	chr4	119095289	119126504	+
NM_001014973	chr12	35731861	35832149	+
NM_001014974	chr1	74708328	74744547	+
NM_001014976	chr15	102126724	102154787	+
NM_001014981	chr18	63868349	64149413	+
NM_001014995	chr3	88987147	88993211	+
NM_001014996	chr14	57145598	57190683	-
NM_001014997	chr6	129716665	129725867	-
NM_001015039	chr5	34537543	34630973	-
NM_001015046	chr11	74196985	74403660	-
NM_001015099	chr12	52449217	52477973	+
NM_001015507	chr9	106724307	106783323	+
NM_001015681	chr4	59639083	59767175	+
NM_001015876	chr5	130732907	130817437	+
NM_001015889	chr13	101421562	101426015	+
NM_001017362	chr4	41670868	41678174	-
NM_001017393	chrY_random	27836149	27838458	+
NM_001017393_dup1	chrY_random	46075785	46078095	-
NM_001017394	chrY_random	54420149	54423069	+
NM_001017407	chr10	60638010	60643428	+
NM_001017409	chr10	60638010	60643428	+
NM_001017419	chr10	60634712	60651589	+
NM_001017422	chr14	51823365	51823831	+
NM_001017426	chr11	69212020	69227177	-
NM_001017427	chr4	73360483	73436506	-
NM_001017429	chr16	38347085	38352849	+
NM_001017433	chr10	60634712	60651589	+
NM_001017441	chr10	60634712	60643428	+
NM_001017525	chr10	85061156	85123037	+
NM_001017955	chr7	13353441	13361007	-
NM_001017959	chrX	35758226	35809637	-
NM_001017966	chr4	141239478	141279334	-
NM_001017968	chr4	133162907	133189344	-
NM_001017983	chr15	77770952	77787152	-
NM_001017985	chr7	107520743	107618668	+
NM_001018002	chr16	48283848	48294405	+
NM_001018013	chr7	52877181	52882612	+
NM_001018019	chr5	68423074	68557637	+
NM_001018031	chr3	69811535	69832630	+
NM_001018042	chr2	72774490	72818503	-
NM_001018063	chrX	50972354	50973585	-
NM_001018079	chr3	92796148	92797348	+
NM_001018087	chrX	58962791	58964125	+
NM_001024134	chr17	36997636	37004132	-
NM_001024135	chr14	79826318	79830845	+
NM_001024136	chr4	47028561	47070178	-
NM_001024137	chr2	120091605	120114805	-
NM_001024138	chr7	126287837	126327888	-
NM_001024139	chr9	30706740	30730037	-
NM_001024141	chrX	132606638	132619794	-
NM_001024142	chr4	45047120	45097476	-
NM_001024145	chr2	120125693	120139901	-
NM_001024147	chr5	72972878	72978789	-
NM_001024148	chr5	87888518	87911283	-
NM_001024205	chr11	77499641	77531468	+
NM_001024206	chr11	69137488	69139295	+
NM_001024225	chr8	22844966	22845943	+
NM_001024230	chr11	48700924	48715654	-
NM_001024385	chr2	132672402	132692504	+
NM_001024458	chr5	34916313	34974957	+
NM_001024468	chr6	144942355	144997332	-
NM_001024474	chr13	52599744	52626205	-
NM_001024478	chr12	33718661	33777740	-
NM_001024504	chr8	13255963	13288126	-
NM_001024508	chr13	74075259	74098337	+
NM_001024512	chr14	21167384	21202713	+
NM_001024526	chr15	99803211	99846789	+
NM_001024539	chr10	79080683	79100663	-
NM_001024560	chr19	5495278	5510489	-
NM_001024602	chr12	113960385	113984802	+
NM_001024604	chr14	32513201	32643601	-
NM_001024606	chr8	107115368	107120749	+
NM_001024614	chr5	98758323	99231038	+
NM_001024616	chr2	25438538	25463966	-
NM_001024617	chr8	83866461	84646469	+
NM_001024618	chr2	67284059	67364663	+
NM_001024619	chr7	105499178	105509798	-
NM_001024622	chr16	56015621	56029830	-
NM_001024624	chrX	157222240	157432613	-
NM_001024626	chr10	81510872	81524331	+
NM_001024645	chr14	56109930	56127101	+
NM_001024672	chr15	100183631	100214866	+
NM_001024673	chr7	29293880	29295379	-
NM_001024698	chr6	30491642	30514473	+
NM_001024699	chr7	13591015	13595149	-
NM_001024702	chr15	98915185	98918159	-
NM_001024703	chr7	79222716	79451481	-
NM_001024705	chr6	132261608	132264761	-
NM_001024706	chr14	20413360	20421809	-
NM_001024707	chr7	35985897	36000364	-
NM_001024709	chr10	77298692	77299996	+
NM_001024712	chr14	7915539	7937971	-
NM_001024714	chr14	56590265	56592832	+
NM_001024716	chr15	78813486	78836294	+
NM_001024717	chr19	5298331	5308739	+
NM_001024719	chr19	39683349	39723532	-
NM_001024720	chr1	152409632	152840565	-
NM_001024721	chr1	175451442	175466088	-
NM_001024726	chr7	28645604	28665844	+
NM_001024728	chr8	3567998	3584776	+
NM_001024806	chr17	79318343	79336410	-
NM_001024837	chr10	76753472	76881018	-
NM_001024841	chr3	95040842	95045031	-
NM_001024842	chr15	102784957	102787132	+
NM_001024846	chr11	49017002	49032318	+
NM_001024848	chr15	77252639	77277890	-
NM_001024848_dup1	chr15	77529319	77549718	+
NM_001024849	chr2	177563696	177575041	-
NM_001024850	chrX	35419652	35424865	+
NM_001024851	chr3	96400559	96403701	+
NM_001024853	chr12	72224159	72237662	-
NM_001024854	chr12	72224159	72237662	-
NM_001024856	chr2	120558552	120676154	-
NM_001024857	chr2	120558552	120676154	-
NM_001024910	chr10	58604375	58684595	-
NM_001024911	chr10	58626860	58684595	-
NM_001024917	chr5	66154760	66218023	+
NM_001024918	chr10	84218793	84369281	+
NM_001024919	chr11	31565150	31571862	-
NM_001024920	chr11	77321601	77326775	-
NM_001024922	chr8	72816765	72826351	-
NM_001024926	chr11	72590734	72609341	-
NM_001024927	chr11	71861030	71949391	-
NM_001024928	chr7	6238182	6259485	+
NM_001024931	chr11	118351074	118770886	-
NM_001024932	chr5	138307057	138312986	-
NM_001024945	chr1	157625285	157660029	-
NM_001024950	chr17	33226312	33247649	+
NM_001024952	chr1	162836542	162905107	+
NM_001024954	chr8	72356603	72396191	+
NM_001024955	chr13	102450716	102462585	-
NM_001025067	chr3	104257906	104315841	-
NM_001025074	chr13	58909058	59235331	+
NM_001025083	chrX	35457239	35464084	-
NM_001025084	chrX	34753800	34762253	-
NM_001025085	chr14	8156502	8164909	-
NM_001025086	chrX	35184863	35194348	+
NM_001025093	chr2	73654566	73730696	-
NM_001025102	chr2	106802686	106814554	-
NM_001025103	chr7	148646993	148652501	+
NM_001025156	chr1	123327644	123403037	+
NM_001025163	chr7	6316015	6335315	+
NM_001025192	chr16	78301916	78341004	+
NM_001025208	chr17	35402724	35462354	+
NM_001025240	chr8	44710329	44712539	-
NM_001025241	chrY_random	4246223	4248568	-
NM_001025241_dup1	chrY_random	48319178	48321522	-
NM_001025241_dup2	chrY_random	52515006	52517353	+
NM_001025244	chr11	99797605	99798539	+
NM_001025245	chr18	82644515	82728095	+
NM_001025246	chr2	93027741	93041914	+
NM_001025250	chr17	46153943	46169326	-
NM_001025251	chr18	82723855	82755029	+
NM_001025254	chr18	82723900	82755029	+
NM_001025255	chr18	82723855	82755029	+
NM_001025256	chr18	82723855	82755029	+
NM_001025257	chr17	46153943	46169326	-
NM_001025258	chr18	82723855	82755029	+
NM_001025259	chr18	82723855	82755029	+
NM_001025260	chrX	10889060	10889553	+
NM_001025261	chr3	8929436	8964054	-
NM_001025262	chr3	8929436	8964054	-
NM_001025263	chr3	8929436	9004515	-
NM_001025264	chr3	8929436	9004515	-
NM_001025286	chr10	31670385	32609721	-
NM_001025296	chr4	148478251	148494762	+
NM_001025305	chr1	19202135	19228926	+
NM_001025307	chr19	11849608	11893893	-
NM_001025309	chr17	64630355	64681223	-
NM_001025310	chr2	32462505	32476329	+
NM_001025311	chr2	32455229	32476329	+
NM_001025312	chr3	103604528	103613310	-
NM_001025313	chr17	34056423	34066235	+
NM_001025351	chr8	19239916	19242143	+
NM_001025353	chr8_random	287284	292865	+
NM_001025358	chr12	112997079	113033110	+
NM_001025359	chr12	112997079	113033110	+
NM_001025360	chr12	112997060	113044986	+
NM_001025361	chr12	112997079	113044986	+
NM_001025362	chr12	112997079	113046055	+
NM_001025363	chr12	112997079	113033110	+
NM_001025364	chr7	19876418	19881513	+
NM_001025365	chr4	147234887	147242828	-
NM_001025371	chr2	121276913	121282500	-
NM_001025372	chr6	55401972	55451449	+
NM_001025373	chr17	22099526	22131333	+
NM_001025375	chr9	54564960	54582356	-
NM_001025376	chr9	54564960	54582356	-
NM_001025378	chr1	58519615	58558270	-
NM_001025379	chr14	32031059	32042697	+
NM_001025380	chr8	41908363	41912215	+
NM_001025381	chr18	32102653	32109290	-
NM_001025382	chr11	34214822	34322640	+
NM_001025383	chrX	70382571	70388763	-
NM_001025383_dup1	chrX	70368407	70374599	+
NM_001025384	chrX	70382571	70394789	-
NM_001025384_dup1	chrX	70362386	70374599	+
NM_001025385	chr6	40441237	40442238	+
NM_001025386	chr7	110865110	110866060	+
NM_001025388	chr4	149611433	149622982	+
NM_001025391	chr19	46471386	46563294	+
NM_001025392	chr10	20032275	20062307	+
NM_001025393	chr10	20032275	20062307	+
NM_001025395	chr2	157250029	157297574	+
NM_001025426	chr5	33206370	33336882	+
NM_001025427	chr17	27693519	27700617	+
NM_001025428	chr11	93905519	93987396	+
NM_001025429	chr11	93905519	93987396	+
NM_001025430	chr11	93905519	93987396	+
NM_001025431	chr2	138082320	138113158	+
NM_001025432	chr16	4084048	4213404	-
NM_001025435	chr11	46385015	46402734	+
NM_001025438	chr3	126299869	126549244	+
NM_001025439	chr3	126299869	126549244	+
NM_001025444	chr4	40629111	40650227	-
NM_001025445	chr4	40629111	40650227	-
NM_001025559	chr7	122614386	123182258	-
NM_001025560	chr7	122614386	123174561	-
NM_001025561	chr5	111202686	111209615	-
NM_001025562	chr5	111202686	111209634	-
NM_001025565	chr1	140721763	140739021	-
NM_001025567	chr4	115587724	115612531	-
NM_001025568	chr6	56050434	56312386	-
NM_001025570	chr1	165185408	165243781	-
NM_001025571	chr3	87650677	87659644	+
NM_001025572	chr17	66316841	66426386	-
NM_001025573	chr6	34895295	34927999	-
NM_001025574	chr2	154132980	154146378	+
NM_001025575	chr1	141706869	141755276	-
NM_001025576	chr2	76847963	77008692	-
NM_001025577	chr8	118227153	118230794	-
NM_001025581	chr10	111708179	111903360	+
NM_001025582	chr3	106350716	106378259	+
NM_001025584	chr16	94970290	95219303	-
NM_001025585	chr16	95053337	95219303	-
NM_001025586	chr8	72655226	72657650	+
NM_001025587	chr8	72655226	72657650	+
NM_001025589	chr8	72654705	72663096	-
NM_001025590	chr16	95044139	95078297	-
NM_001025594	chr2	33305808	33324052	-
NM_001025597	chr11	11585928	11672929	+
NM_001025599	chr17	36974091	36996343	+
NM_001025600	chr9	47338435	47661468	+
NM_001025602	chr1	40496474	40522259	+
NM_001025605	chr12	66018898	66025578	+
NM_001025606	chr13	99456193	99464786	-
NM_001025607	chrX	25455340	25478167	-
NM_001025608	chr4	140668893	140695711	-
NM_001025610	chr19	11395529	11410636	-
NM_001025612	chr9	65912983	65917538	-
NM_001025613	chr3	95908450	95965052	+
NM_001025614	chr3	95908450	95965052	+
NM_001025615	chr16	27389042	27452304	+
NM_001025617	chr11	118267603	118280432	-
NM_001025618	chr11	118267603	118280432	-
NM_001025779	chr11	98769203	98785256	+
NM_001025947	chr16	16312321	16359124	-
NM_001026211	chr3	33956202	33980276	-
NM_001026212	chr3	95428902	95434415	+
NM_001026214	chr12	85714826	85749979	-
NM_001029836	chr3	132544709	132613255	-
NM_001029837	chr4	149023277	149075738	-
NM_001029838	chr9	36698564	36954907	-
NM_001029841	chr15	66612381	66663391	-
NM_001029842	chr11	109312170	109334910	-
NM_001029843	chr12	107248473	107315620	+
NM_001029844	chr12	107248473	107315620	+
NM_001029850	chr6	93625447	94233911	-
NM_001029855	chr14	56206277	56209938	-
NM_001029856	chr11	79902902	79949293	+
NM_001029867	chr5	87494952	87521580	-
NM_001029868	chrX	71038696	71070308	-
NM_001029872	chr7	135317460	135349017	+
NM_001029873	chr8	74150612	74195656	-
NM_001029876	chr8	126547373	126572404	+
NM_001029877	chr7	19511237	19550668	+
NM_001029878	chr1	38851354	38878060	-
NM_001029889	chr16	44173510	44227578	+
NM_001029890	chr3	88336317	88345316	+
NM_001029893	chr7	19059931	19069498	-
NM_001029895	chr7	137535008	137663883	-
NM_001029912	chr4	116550007	116661710	+
NM_001029929	chr11	70272935	70279703	+
NM_001029930	chr14	4126977	4144402	+
NM_001029933	chr7	24960064	24967337	+
NM_001029934	chr11	84797990	84953457	-
NM_001029935	chr13	23874410	23883397	+
NM_001029936	chr11	61890526	62036515	+
NM_001029937	chr11	3964856	3978993	+
NM_001029938	chr11	75323596	75326668	+
NM_001029977	chr1	141594496	141677816	-
NM_001029978	chrX	133200914	133202916	+
NM_001029979	chr17	56702365	56724006	-
NM_001029982	chr7	135888384	135928349	+
NM_001029983	chr2	25188263	25207733	+
NM_001029984	chr1	172837404	172843072	-
NM_001029985	chr6	29432036	29457952	-
NM_001029987	chr6	48925142	48928744	+
NM_001029988	chr11	55064112	55125759	-
NM_001029990	chr14	52504517	52511543	+
NM_001029993	chr8	124900516	124941260	+
NM_001029994	chr8	124900516	124941260	+
NM_001030014	chr15	83377227	83386141	-
NM_001030274	chr4	123389953	123395429	-
NM_001030290	chr9	20622948	20630607	+
NM_001030291	chr11	118849502	118854155	+
NM_001030292	chr2	163679486	163684610	+
NM_001030293	chrX_random	101352	106392	-
NM_001030294	chr14	80400109	80421737	+
NM_001030296	chr13	55565628	55574516	+
NM_001030297	chr5	86660506	86718333	-
NM_001030305	chr3	10179851	10183885	-
NM_001030307	chrX	72341193	72355115	+
NM_001031621	chr17	24401224	24484197	-
NM_001031622	chrUn_random	839569	851418	-
NM_001031622_dup1	chrUn_random	870739	882572	-
NM_001031622_dup2	chrUn_random	1383601	1395458	+
NM_001031622_dup3	chrUn_random	2205022	2216875	-
NM_001031664	chrX	5745815	5750109	-
NM_001031667	chr7	26013278	26022870	-
NM_001031772	chr10	45096425	45190007	-
NM_001031808	chr2	24827990	24830618	-
NM_001031811	chr17	52742034	53044544	+
NM_001031811_dup1	chr17	53092466	53121330	-
NM_001031814	chr7	125274826	125387151	-
NM_001031851	chr15	10288334	10339493	+
NM_001032298	chr3	88181658	88182623	-
NM_001032378	chr11	106515527	106576595	-
NM_001032413	chr3	87553019	87572875	-
NM_001032414	chr3	87553019	87572875	-
NM_001032727	chr15	44503403	44619609	-
NM_001033039	chr1	173288580	173290929	-
NM_001033040	chr7	134725897	134732109	-
NM_001033041	chr1	129625990	129664141	+
NM_001033042	chr13	74497030	74501448	-
NM_001033043	chr14	57021534	57143868	+
NM_001033122	chr6	129217343	129225387	-
NM_001033123	chr2	175100625	175109351	+
NM_001033123_dup1	chr2	175791444	175800170	-
NM_001033123_dup2	chr2	176321137	176329863	-
NM_001033124	chr3	87582166	87599084	-
NM_001033126	chr6	125182640	125187045	-
NM_001033128	chr19	4886882	4906627	-
NM_001033131	chr7	31572924	31576102	+
NM_001033132	chr14	102032983	102039688	-
NM_001033135	chr1	39608144	39634192	-
NM_001033136	chr2	118962734	118982770	-
NM_001033139	chr19	7430954	7457516	-
NM_001033140	chr7	31106428	31107394	-
NM_001033141	chr18	35872743	35881145	-
NM_001033142	chr8	124990047	124999964	-
NM_001033145	chr9	94418283	94438500	-
NM_001033148	chr8	47038960	47060606	-
NM_001033149	chr12	82732236	82768546	+
NM_001033150	chr4	141181649	141220030	-
NM_001033155	chr3	137530639	137571895	+
NM_001033156	chr12	60301642	60320470	-
NM_001033157	chr12	18521316	18542060	+
NM_001033158	chr9	65246295	65260514	+
NM_001033159	chr16	3861544	3872374	-
NM_001033161	chr8	107782475	107788494	-
NM_001033162	chr1	155272339	155299704	+
NM_001033163	chr17	32320715	32326408	-
NM_001033164	chr16	18836673	18840206	+
NM_001033165	chr4	59016065	59036270	+
NM_001033166	chr2	84509372	84510865	-
NM_001033167	chr13	34271027	34437051	-
NM_001033168	chr18	35886643	35890523	+
NM_001033170	chr7	52976590	52984862	+
NM_001033171	chr6	38576660	38587239	-
NM_001033172	chr19	59978787	60019267	-
NM_001033173	chr7	128785535	128850767	-
NM_001033174	chr19	12040334	12068604	+
NM_001033175	chr9	62686594	62699809	+
NM_001033176	chr7	52538243	52544363	+
NM_001033177	chr15	101714782	101723351	-
NM_001033178	chr17	6270470	6308314	+
NM_001033181	chr9_random	367890	370841	-
NM_001033184	chr9	92204215	92252714	+
NM_001033185	chr1	171859070	171864784	+
NM_001033186	chr11	96325905	96620936	+
NM_001033189	chr4	128896822	128925687	-
NM_001033191	chr5	97811228	97821349	-
NM_001033192	chr13	46764891	46771142	+
NM_001033194	chr1	54452721	54495870	-
NM_001033196	chr2	166861297	166888515	-
NM_001033197	chr2	129926130	129929111	+
NM_001033199	chr3	144573885	144595493	-
NM_001033201	chr4	46151383	46185274	+
NM_001033202	chr5	114550342	114572933	+
NM_001033204	chr6	113365313	113369334	-
NM_001033205	chr7	25368857	25372660	-
NM_001033206	chr7	146434381	146453152	+
NM_001033207	chr8	96996663	97051172	+
NM_001033208	chr9	71352154	71440167	-
NM_001033209	chr9	119266499	119302915	+
NM_001033210	chr9	95653061	95745698	-
NM_001033211	chrX	5658336	5660538	-
NM_001033212	chr11	103510823	103511894	+
NM_001033213	chr12	101538980	101759032	-
NM_001033214	chr14	25112586	25129181	+
NM_001033215	chr14	79612162	79647174	-
NM_001033217	chr15	93329545	93426322	-
NM_001033219	chr15	73410721	73455174	-
NM_001033220	chr16	5211912	5222392	-
NM_001033221	chr17	35199638	35203129	-
NM_001033222	chr19	59370574	59420270	-
NM_001033223	chr10	106708887	106862199	+
NM_001033225	chr4	33332398	33335762	-
NM_001033226	chr4	108908237	108927182	+
NM_001033227	chr11	61486284	61534301	-
NM_001033228	chr13	115748289	115892172	-
NM_001033229	chr15	74665322	74672073	-
NM_001033231	chr11	120404202	120411041	-
NM_001033233	chr5	86839435	86898015	-
NM_001033234	chrX	34748497	34751036	-
NM_001033235	chr17	37018543	37027070	-
